timestamp,temp,humidity
2021-04-20 19:00:02,25.0,63.0
2021-04-20 19:01:02,25.0,62.0
2021-04-20 19:02:02,25.0,61.0
2021-04-20 19:03:02,25.0,62.0
2021-04-20 19:04:02,25.0,61.0
2021-04-20 19:05:02,25.0,61.0
2021-04-20 19:06:02,25.0,61.0
2021-04-20 19:07:02,25.0,62.0
2021-04-20 19:08:02,25.0,61.0
2021-04-20 19:09:02,25.0,62.0
2021-04-20 19:10:02,25.0,62.0
2021-04-20 19:11:02,25.0,61.0
2021-04-20 19:12:02,25.0,62.0
2021-04-20 19:13:02,25.0,62.0
2021-04-20 19:14:02,25.0,62.0
2021-04-20 19:15:02,25.0,62.0
2021-04-20 19:16:02,25.0,62.0
2021-04-20 19:17:02,25.0,62.0
2021-04-20 19:18:01,25.0,62.0
2021-04-20 19:19:02,25.0,63.0
2021-04-20 19:20:02,25.0,63.0
2021-04-20 19:21:02,25.0,64.0
2021-04-20 19:22:02,25.0,63.0
2021-04-20 19:23:02,25.0,63.0
2021-04-20 19:24:02,25.0,63.0
2021-04-20 19:25:01,25.0,63.0
2021-04-20 19:26:02,25.0,64.0
2021-04-20 19:27:02,25.0,63.0
2021-04-20 19:28:02,25.0,63.0
2021-04-20 19:29:02,26.0,65.0
2021-04-20 19:30:02,26.0,64.0
2021-04-20 19:31:02,26.0,63.0
2021-04-20 19:32:02,26.0,63.0
2021-04-20 19:33:02,26.0,63.0
2021-04-20 19:34:02,26.0,70.0
2021-04-20 19:35:02,26.0,63.0
2021-04-20 19:36:02,26.0,62.0
2021-04-20 19:37:02,26.0,63.0
2021-04-20 19:38:02,26.0,63.0
2021-04-20 19:39:02,26.0,63.0
2021-04-20 19:40:02,26.0,64.0
2021-04-20 19:41:02,26.0,63.0
2021-04-20 19:42:02,26.0,63.0
2021-04-20 19:43:02,26.0,63.0
2021-04-20 19:44:02,26.0,64.0
2021-04-20 19:45:01,26.0,64.0
2021-04-20 19:46:04,25.0,63.0
2021-04-20 19:47:02,26.0,65.0
2021-04-20 19:48:02,25.0,63.0
2021-04-20 19:49:02,25.0,63.0
2021-04-20 19:50:02,25.0,63.0
2021-04-20 19:51:02,25.0,63.0
2021-04-20 19:52:02,25.0,63.0
2021-04-20 19:53:02,25.0,64.0
2021-04-20 19:54:02,25.0,63.0
2021-04-20 19:55:01,25.0,63.0
2021-04-20 19:56:02,25.0,64.0
2021-04-20 19:57:02,25.0,63.0
2021-04-20 19:58:02,25.0,63.0
2021-04-20 19:59:02,25.0,63.0
