timestamp,temp,humidity
2021-04-19 15:00:04,22.0,56.0
2021-04-19 15:01:04,22.0,56.0
2021-04-19 15:02:04,22.0,56.0
2021-04-19 15:03:04,22.0,54.0
2021-04-19 15:04:04,22.0,51.0
2021-04-19 15:05:04,22.0,50.0
2021-04-19 15:06:04,22.0,49.0
2021-04-19 15:07:04,22.0,48.0
2021-04-19 15:08:04,22.0,47.0
2021-04-19 15:09:04,22.0,48.0
2021-04-19 15:10:04,22.0,48.0
2021-04-19 15:11:04,22.0,48.0
2021-04-19 15:12:04,22.0,48.0
2021-04-19 15:13:04,22.0,48.0
2021-04-19 15:14:04,22.0,48.0
2021-04-19 15:15:04,22.0,49.0
2021-04-19 15:16:04,22.0,50.0
2021-04-19 15:17:04,22.0,51.0
2021-04-19 15:18:04,22.0,52.0
2021-04-19 15:19:04,22.0,53.0
2021-04-19 15:20:04,22.0,53.0
2021-04-19 15:21:04,22.0,53.0
2021-04-19 15:22:04,22.0,53.0
2021-04-19 15:23:04,22.0,54.0
2021-04-19 15:24:04,22.0,54.0
2021-04-19 15:25:04,22.0,54.0
2021-04-19 15:26:04,22.0,54.0
2021-04-19 15:27:04,22.0,54.0
2021-04-19 15:28:04,22.0,54.0
2021-04-19 15:29:04,22.0,55.0
2021-04-19 15:30:04,22.0,55.0
2021-04-19 15:31:05,22.0,55.0
2021-04-19 15:32:06,22.0,56.0
2021-04-19 15:33:04,22.0,59.0
2021-04-19 15:34:04,22.0,56.0
2021-04-19 15:35:04,22.0,55.0
2021-04-19 15:36:04,22.0,55.0
2021-04-19 15:37:04,22.0,55.0
2021-04-19 15:38:04,22.0,56.0
2021-04-19 15:39:04,22.0,55.0
2021-04-19 15:40:04,22.0,55.0
2021-04-19 15:41:04,22.0,55.0
2021-04-19 15:42:04,22.0,55.0
2021-04-19 15:43:04,22.0,55.0
2021-04-19 15:44:04,22.0,55.0
2021-04-19 15:45:04,22.0,55.0
2021-04-19 15:46:04,22.0,55.0
2021-04-19 15:47:04,22.0,55.0
2021-04-19 15:48:04,22.0,55.0
2021-04-19 15:49:04,22.0,55.0
2021-04-19 15:50:04,22.0,55.0
2021-04-19 15:51:04,22.0,55.0
2021-04-19 15:52:04,22.0,55.0
2021-04-19 15:53:04,22.0,55.0
2021-04-19 15:54:04,22.0,55.0
2021-04-19 15:55:04,22.0,55.0
2021-04-19 15:56:04,22.0,54.0
2021-04-19 15:57:04,22.0,54.0
2021-04-19 15:58:04,22.0,55.0
2021-04-19 15:59:04,22.0,55.0
