timestamp,temp
2021-03-05 18:53,19
2021-03-05 18:53,19
2021-03-05 18:53,19
2021-03-05 18:53,19
2021-03-05 18:53,19
2021-03-05 18:53,19
2021-03-05 18:53,20
2021-03-05 18:53,20
2021-03-05 18:53,20
2021-03-05 18:53,20
2021-03-05 18:53,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:54,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:55,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:56,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:57,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:58,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,20
2021-03-05 18:59,21
2021-03-05 18:59,21
2021-03-05 18:59,21
2021-03-05 18:59,21
2021-03-05 18:59,22
2021-03-05 18:59,22
2021-03-05 18:59,22
2021-03-05 18:59,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,23
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:00,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,22
2021-03-05 19:01,21
2021-03-05 19:01,21
2021-03-05 19:01,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:02,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:03,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
2021-03-05 19:04,21
